comp,compID_num,comp_name_simple,comp_name_full,specie.A,specie.B1,specie.B2,specie.X,element.A,element.B1,element.B2,element.X,r_ionic.A,r_ionic.B1,r_ionic.B2,r_ionic.X,oct_factor,oct_mismatch,gen_t_factor,geom_stable,broken_condition,tau_factor,block.B1,row.B1,inputcharge.B1,block.B2,row.B2,inputcharge.B2,used_lobbasis,used_lobbasis_func,block_pairing
1062_CsNaSmCl,1062,CsNaSmCl,Cs2NaSmCl6,Cs+,Na+,Sm3+,Cl-,Cs,Na,Sm,Cl,188.0,102.0,95.8,181.0,0.5464088397790056,0.0171270718232044,0.9321700649191326,True,,3.789516727847324,s,3,1,f,6.0,3,basisset0,"{'Na': ' 2p 3s', 'Sm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1063_CsKFeCl,1063,CsKFeCl,Cs2KFeCl6,Cs+,K+,Fe3+,Cl-,Cs,K,Fe,Cl,188.0,138.0,59.75,181.0,0.5462707182320442,0.2161602209944751,0.9277602459090998,False,OL,3.789563124950415,s,4,1,d,4.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Fe': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1064_CsTiPbCl,1064,CsTiPbCl,Cs2TiPbCl6,Cs+,Ti2+,Pb2+,Cl-,Cs,Ti,Pb,Cl,188.0,86.0,119.0,181.0,0.5662983425414365,0.0911602209944751,0.9195827964887754,True,,3.789607934248868,d,4,2,p,6.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1065_CsPdPbCl,1065,CsPdPbCl,Cs2PdPbCl6,Cs+,Pd2+,Pb2+,Cl-,Cs,Pd,Pb,Cl,188.0,86.0,119.0,181.0,0.5662983425414365,0.0911602209944751,0.9195827964887754,True,,3.789607934248868,d,5,2,p,6.0,2,basisset0,"{'Pd': ' 4d 5s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1066_CsAuRuCl,1066,CsAuRuCl,Cs2AuRuCl6,Cs+,Au+,Ru3+,Cl-,Cs,Au,Ru,Cl,188.0,137.0,68.0,181.0,0.5662983425414365,0.1906077348066298,0.9169725574581978,False,OL,3.789607934248868,d,6,1,d,5.0,3,basisset0,"{'Au': ' 5d 6s', 'Ru': ' 4d 4p 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1067_CsAuIrCl,1067,CsAuIrCl,Cs2AuIrCl6,Cs+,Au+,Ir3+,Cl-,Cs,Au,Ir,Cl,188.0,137.0,68.0,181.0,0.5662983425414365,0.1906077348066298,0.9169725574581978,False,OL,3.789607934248868,d,6,1,d,6.0,3,basisset0,"{'Au': ' 5d 6s', 'Ir': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1068_CsTmYbCl,1068,CsTmYbCl,Cs2TmYbCl6,Cs+,Tm2+,Yb2+,Cl-,Cs,Tm,Yb,Cl,188.0,103.0,102.0,181.0,0.5662983425414365,0.0027624309392265,0.920360491557573,True,,3.789607934248868,f,6,2,f,6.0,2,basisset0,"{'Tm': ' 4f 5p 5s 6s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-f
1069_CsTmHgCl,1069,CsTmHgCl,Cs2TmHgCl6,Cs+,Tm2+,Hg2+,Cl-,Cs,Tm,Hg,Cl,188.0,103.0,102.0,181.0,0.5662983425414365,0.0027624309392265,0.920360491557573,True,,3.789607934248868,f,6,2,d,6.0,2,basisset0,"{'Tm': ' 4f 5p 5s 6s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1070_CsKTiCl,1070,CsKTiCl,Cs2KTiCl6,Cs+,K+,Ti3+,Cl-,Cs,K,Ti,Cl,188.0,138.0,67.0,181.0,0.5662983425414365,0.1961325966850828,0.916774430507554,False,OL,3.789607934248868,s,4,1,d,4.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Ti': ' 3d 3p 3s 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1072_CsNaBiCl,1072,CsNaBiCl,Cs2NaBiCl6,Cs+,Na+,Bi3+,Cl-,Cs,Na,Bi,Cl,188.0,102.0,103.0,181.0,0.5662983425414365,0.0027624309392265,0.920360491557573,True,,3.789607934248868,s,3,1,p,6.0,3,basisset0,"{'Na': ' 2p 3s', 'Bi': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",p-s
1073_CsAgYCl,1073,CsAgYCl,Cs2AgYCl6,Cs+,Ag+,Y3+,Cl-,Cs,Ag,Y,Cl,188.0,115.0,90.0,181.0,0.5662983425414365,0.0690607734806629,0.919914219385586,True,,3.789607934248868,d,5,1,d,5.0,3,basisset0,"{'Ag': ' 4d 5s', 'Y': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1074_CsHgLuCl,1074,CsHgLuCl,Cs2HgLuCl6,Cs+,Hg+,Lu3+,Cl-,Cs,Hg,Lu,Cl,188.0,119.0,86.1,181.0,0.5665745856353591,0.0908839779005525,0.9194256173463832,True,,3.789704529114202,d,6,1,d,6.0,3,basisset0,"{'Hg': ' 5d 6s', 'Lu': ' 4f 5d 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1075_CsAgHoCl,1075,CsAgHoCl,Cs2AgHoCl6,Cs+,Ag+,Ho3+,Cl-,Cs,Ag,Ho,Cl,188.0,115.0,90.1,181.0,0.5665745856353591,0.0687845303867402,0.9197557273995444,True,,3.789704529114202,d,5,1,f,6.0,3,basisset0,"{'Ag': ' 4d 5s', 'Ho': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1076_CsNaLaCl,1076,CsNaLaCl,Cs2NaLaCl6,Cs+,Na+,La3+,Cl-,Cs,Na,La,Cl,188.0,102.0,103.2,181.0,0.5668508287292817,0.0033149171270718,0.9200356498102192,True,,3.7898037569198992,s,3,1,f,6.0,3,basisset0,"{'Na': ' 2p 3s', 'La': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1077_CsCrAmCl,1077,CsCrAmCl,Cs2CrAmCl6,Cs+,Cr2+,Am2+,Cl-,Cs,Cr,Am,Cl,188.0,76.5,121.0,181.0,0.5455801104972375,0.1229281767955801,0.9312269478141816,True,,3.789804791965468,d,4,2,f,7.0,2,basisset0,"{'Cr': ' 3d 3p 4s', 'Am': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1078_CsCrNdCl,1078,CsCrNdCl,Cs2CrNdCl6,Cs+,Cr2+,Nd2+,Cl-,Cs,Cr,Nd,Cl,188.0,76.5,129.0,181.0,0.5676795580110497,0.1450276243093922,0.9175891641170704,True,,3.7901172483438903,d,4,2,f,6.0,2,basisset0,"{'Cr': ' 3d 3p 4s', 'Nd': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1079_CsRbAlCl,1079,CsRbAlCl,Cs2RbAlCl6,Cs+,Rb+,Al3+,Cl-,Cs,Rb,Al,Cl,188.0,152.0,53.5,181.0,0.5676795580110497,0.2720994475138121,0.9127020055170506,False,OL,3.7901172483438903,s,5,1,p,3.0,3,basisset0,"{'Rb': ' 4p 4s', 'Al': ' 3p 3s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",p-s
1080_CsCdYbCl,1080,CsCdYbCl,Cs2CdYbCl6,Cs+,Cd2+,Yb2+,Cl-,Cs,Cd,Yb,Cl,188.0,95.0,102.0,181.0,0.5441988950276243,0.0193370165745856,0.9334961505517254,True,,3.790336516206341,d,5,2,f,6.0,2,basisset0,"{'Cd': ' 4d 5s', 'Yb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1081_CsCdHgCl,1081,CsCdHgCl,Cs2CdHgCl6,Cs+,Cd2+,Hg2+,Cl-,Cs,Cd,Hg,Cl,188.0,95.0,102.0,181.0,0.5441988950276243,0.0193370165745856,0.9334961505517254,True,,3.790336516206341,d,5,2,d,6.0,2,basisset0,"{'Cd': ' 4d 5s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1082_CsVSrCl,1082,CsVSrCl,Cs2VSrCl6,Cs+,V2+,Sr2+,Cl-,Cs,V,Sr,Cl,188.0,79.0,118.0,181.0,0.5441988950276243,0.1077348066298342,0.9323988227376824,True,,3.790336516206341,d,4,2,s,5.0,2,basisset0,"{'V': ' 3d 3p 3s 4s', 'Sr': ' 4p 4s 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1084_CsEuPtCl,1084,CsEuPtCl,Cs2EuPtCl6,Cs+,Eu2+,Pt2+,Cl-,Cs,Eu,Pt,Cl,188.0,117.0,80.0,181.0,0.5441988950276243,0.1022099447513812,0.9325119546308456,True,,3.790336516206341,f,6,2,d,6.0,2,basisset0,"{'Eu': ' 4f 5p 5s 6s', 'Pt': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1085_CsLiThCl,1085,CsLiThCl,Cs2LiThCl6,Cs+,Li+,Th3+,Cl-,Cs,Li,Th,Cl,188.0,76.0,120.9,181.0,0.5439226519337017,0.1240331491712707,0.9321969028095008,True,,3.790450600716348,s,2,1,f,7.0,3,basisset0,"{'Li': ' 1s 2s', 'Th': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1088_CsNaEuCl,1088,CsNaEuCl,Cs2NaEuCl6,Cs+,Na+,Eu3+,Cl-,Cs,Na,Eu,Cl,188.0,102.0,94.7,181.0,0.5433701657458563,0.0201657458563536,0.93399415321521,True,,3.790686506972456,s,3,1,f,6.0,3,basisset0,"{'Na': ' 2p 3s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1089_CsNaPaCl,1089,CsNaPaCl,Cs2NaPaCl6,Cs+,Na+,Pa3+,Cl-,Cs,Na,Pa,Cl,188.0,102.0,104.0,181.0,0.569060773480663,0.005524861878453,0.9187380053198778,True,,3.790692490995034,s,3,1,f,7.0,3,basisset0,"{'Na': ' 2p 3s', 'Pa': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1090_CsKIrCl,1090,CsKIrCl,Cs2KIrCl6,Cs+,K+,Ir3+,Cl-,Cs,K,Ir,Cl,188.0,138.0,68.0,181.0,0.569060773480663,0.1933701657458563,0.9152721469854233,False,OL,3.790692490995034,s,4,1,d,6.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Ir': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1091_CsRbCuCl,1091,CsRbCuCl,Cs2RbCuCl6,Cs+,Rb+,Cu3+,Cl-,Cs,Rb,Cu,Cl,188.0,152.0,54.0,181.0,0.569060773480663,0.2707182320441988,0.9119788838553482,False,OL,3.790692490995034,s,5,1,d,4.0,3,basisset0,"{'Rb': ' 4p 4s', 'Cu': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1092_CsAuMoCl,1092,CsAuMoCl,Cs2AuMoCl6,Cs+,Au+,Mo3+,Cl-,Cs,Au,Mo,Cl,188.0,137.0,69.0,181.0,0.569060773480663,0.1878453038674033,0.9154664839447896,False,OL,3.790692490995034,d,6,1,d,5.0,3,basisset0,"{'Au': ' 5d 6s', 'Mo': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1093_CsKRuCl,1093,CsKRuCl,Cs2KRuCl6,Cs+,K+,Ru3+,Cl-,Cs,K,Ru,Cl,188.0,138.0,68.0,181.0,0.569060773480663,0.1933701657458563,0.9152721469854233,False,OL,3.790692490995034,s,4,1,d,5.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Ru': ' 4d 4p 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1094_CsKAsCl,1094,CsKAsCl,Cs2KAsCl6,Cs+,K+,As3+,Cl-,Cs,K,As,Cl,188.0,138.0,57.99999999999999,181.0,0.5414364640883977,0.2209944751381215,0.930436747879131,False,OL,3.791593391437517,s,4,1,p,4.0,3,basisset0,"{'K': ' 3p 3s 4s', 'As': ' 4p 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",p-s
1095_CsZnSmCl,1095,CsZnSmCl,Cs2ZnSmCl6,Cs+,Zn2+,Sm2+,Cl-,Cs,Zn,Sm,Cl,188.0,74.0,122.0,181.0,0.5414364640883977,0.1325966850828729,0.9334804684875876,False,OL,3.791593391437517,d,4,2,f,6.0,2,basisset0,"{'Zn': ' 3d 4s', 'Sm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1096_CsRbPCl,1096,CsRbPCl,Cs2RbPCl6,Cs+,Rb+,P3+,Cl-,Cs,Rb,P,Cl,188.0,152.0,44.0,181.0,0.5414364640883977,0.2983425414364641,0.9265684601464158,False,OL,3.791593391437517,s,5,1,p,3.0,3,basisset0,"{'Rb': ' 4p 4s', 'P': ' 3p 3s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",p-s
1097_CsVEuCl,1097,CsVEuCl,Cs2VEuCl6,Cs+,V2+,Eu2+,Cl-,Cs,V,Eu,Cl,188.0,79.0,117.0,181.0,0.5414364640883977,0.1049723756906077,0.934123333648179,True,,3.791593391437517,d,4,2,f,6.0,2,basisset0,"{'V': ' 3d 3p 3s 4s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1098_CsKNiCl,1098,CsKNiCl,Cs2KNiCl6,Cs+,K+,Ni3+,Cl-,Cs,K,Ni,Cl,188.0,138.0,58.0,181.0,0.5414364640883977,0.2209944751381215,0.930436747879131,False,OL,3.791593391437517,s,4,1,d,4.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Ni': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1099_CsPdNpCl,1099,CsPdNpCl,Cs2PdNpCl6,Cs+,Pd2+,Np2+,Cl-,Cs,Pd,Np,Cl,188.0,86.0,110.0,181.0,0.5414364640883977,0.0662983425414365,0.9347735275885428,True,,3.791593391437517,d,5,2,f,7.0,2,basisset0,"{'Pd': ' 4d 5s', 'Np': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1100_CsFrNCl,1100,CsFrNCl,Cs2FrNCl6,Cs+,Fr+,N3+,Cl-,Cs,Fr,N,Cl,188.0,180.0,16.0,181.0,0.5414364640883977,0.4530386740331492,0.915641211190017,False,OL,3.791593391437517,s,7,1,p,2.0,3,basisset0,"{'Fr': ' 6p 6s 7s', 'N': ' 2p 2s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",p-s
1101_CsAgHgCl,1101,CsAgHgCl,Cs2AgHgCl6,Cs+,Ag2+,Hg2+,Cl-,Cs,Ag,Hg,Cl,188.0,94.0,102.0,181.0,0.5414364640883977,0.0220994475138121,0.9351576893318884,True,,3.791593391437517,d,5,2,d,6.0,2,basisset0,"{'Ag': ' 4d 5s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1102_CsTiNpCl,1102,CsTiNpCl,Cs2TiNpCl6,Cs+,Ti2+,Np2+,Cl-,Cs,Ti,Np,Cl,188.0,86.0,110.0,181.0,0.5414364640883977,0.0662983425414365,0.9347735275885428,True,,3.791593391437517,d,4,2,f,7.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Np': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1104_CsNaGdCl,1104,CsNaGdCl,Cs2NaGdCl6,Cs+,Na+,Gd3+,Cl-,Cs,Na,Gd,Cl,188.0,102.0,93.8,181.0,0.5408839779005525,0.0226519337016574,0.9354905218741116,True,,3.791875696807219,s,3,1,f,6.0,3,basisset0,"{'Na': ' 2p 3s', 'Gd': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1105_CsKCoCl,1105,CsKCoCl,Cs2KCoCl6,Cs+,K+,Co3+,Cl-,Cs,K,Co,Cl,188.0,138.0,57.75,181.0,0.5407458563535912,0.2216850828729281,0.9308198888231728,False,OL,3.791947883515317,s,4,1,d,4.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Co': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1106_CsTiAmCl,1106,CsTiAmCl,Cs2TiAmCl6,Cs+,Ti2+,Am2+,Cl-,Cs,Ti,Am,Cl,188.0,86.0,121.0,181.0,0.5718232044198895,0.0966850828729281,0.9162599008628916,True,,3.792041311791341,d,4,2,f,7.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Am': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1108_CsKMoCl,1108,CsKMoCl,Cs2KMoCl6,Cs+,K+,Mo3+,Cl-,Cs,K,Mo,Cl,188.0,138.0,69.0,181.0,0.5718232044198895,0.1906077348066298,0.9137730218652428,False,OL,3.792041311791341,s,4,1,d,5.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Mo': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1109_CsFrBCl,1109,CsFrBCl,Cs2FrBCl6,Cs+,Fr+,B3+,Cl-,Cs,Fr,B,Cl,188.0,180.0,27.0,181.0,0.5718232044198895,0.4226519337016574,0.9009847339803696,False,OL,3.792041311791341,s,7,1,p,2.0,3,basisset0,"{'Fr': ' 6p 6s 7s', 'B': ' 2p 2s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",p-s
1110_CsMgBaCl,1110,CsMgBaCl,Cs2MgBaCl6,Cs+,Mg2+,Ba2+,Cl-,Cs,Mg,Ba,Cl,188.0,72.0,135.0,181.0,0.5718232044198895,0.1740331491712707,0.9143282777465775,False,OL,3.792041311791341,s,3,2,s,6.0,2,basisset0,"{'Mg': ' 3s', 'Ba': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",s-s
1111_CsPdAmCl,1111,CsPdAmCl,Cs2PdAmCl6,Cs+,Pd2+,Am2+,Cl-,Cs,Pd,Am,Cl,188.0,86.0,121.0,181.0,0.5718232044198895,0.0966850828729281,0.9162599008628916,True,,3.792041311791341,d,5,2,f,7.0,2,basisset0,"{'Pd': ' 4d 5s', 'Am': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1112_CsCaDyCl,1112,CsCaDyCl,Cs2CaDyCl6,Cs+,Ca2+,Dy2+,Cl-,Cs,Ca,Dy,Cl,188.0,100.0,107.0,181.0,0.5718232044198895,0.0193370165745856,0.9170914953040262,True,,3.792041311791341,s,4,2,f,6.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Dy': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1113_CsCrPbCl,1113,CsCrPbCl,Cs2CrPbCl6,Cs+,Cr2+,Pb2+,Cl-,Cs,Cr,Pb,Cl,188.0,76.5,119.0,181.0,0.5400552486187845,0.117403314917127,0.9346874937639998,True,,3.79231847804033,d,4,2,p,6.0,2,basisset0,"{'Cr': ' 3d 3p 4s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1114_CsAgTbCl,1114,CsAgTbCl,Cs2AgTbCl6,Cs+,Ag+,Tb3+,Cl-,Cs,Ag,Tb,Cl,188.0,115.0,92.3,181.0,0.5726519337016575,0.0627071823204419,0.9162787775467248,True,,3.792497660256172,d,5,1,f,6.0,3,basisset0,"{'Ag': ' 4d 5s', 'Tb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1115_CsHgTlCl,1115,CsHgTlCl,Cs2HgTlCl6,Cs+,Hg+,Tl3+,Cl-,Cs,Hg,Tl,Cl,188.0,119.0,88.5,181.0,0.5732044198895028,0.0842541436464088,0.9156646449294068,True,,3.792815179577687,d,6,1,p,6.0,3,basisset0,"{'Hg': ' 5d 6s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1116_CsZnAmCl,1116,CsZnAmCl,Cs2ZnAmCl6,Cs+,Zn2+,Am2+,Cl-,Cs,Zn,Am,Cl,188.0,74.0,121.0,181.0,0.5386740331491713,0.1298342541436464,0.9352215120376076,False,OL,3.793107963419544,d,4,2,f,7.0,2,basisset0,"{'Zn': ' 3d 4s', 'Am': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1117_CsGeSmCl,1117,CsGeSmCl,Cs2GeSmCl6,Cs+,Ge2+,Sm2+,Cl-,Cs,Ge,Sm,Cl,188.0,73.0,122.0,181.0,0.5386740331491713,0.1353591160220994,0.9350773663820836,False,OL,3.793107963419544,p,4,2,f,6.0,2,basisset0,"{'Ge': ' 3d 4p 4s', 'Sm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-p
1118_CsAuNiCl,1118,CsAuNiCl,Cs2AuNiCl6,Cs+,Au+,Ni3+,Cl-,Cs,Au,Ni,Cl,188.0,137.0,58.0,181.0,0.5386740331491713,0.218232044198895,0.9322083778490952,False,OL,3.793107963419544,d,6,1,d,4.0,3,basisset0,"{'Au': ' 5d 6s', 'Ni': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1119_CsAuAsCl,1119,CsAuAsCl,Cs2AuAsCl6,Cs+,Au+,As3+,Cl-,Cs,Au,As,Cl,188.0,137.0,57.99999999999999,181.0,0.5386740331491713,0.218232044198895,0.9322083778490952,False,OL,3.793107963419544,d,6,1,p,4.0,3,basisset0,"{'Au': ' 5d 6s', 'As': ' 4p 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1120_CsHgSbCl,1120,CsHgSbCl,Cs2HgSbCl6,Cs+,Hg+,Sb3+,Cl-,Cs,Hg,Sb,Cl,188.0,119.0,76.0,181.0,0.5386740331491713,0.1187845303867403,0.9354919649118514,True,,3.793107963419544,d,6,1,p,5.0,3,basisset0,"{'Hg': ' 5d 6s', 'Sb': ' 5p 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1121_CsHgPdCl,1121,CsHgPdCl,Cs2HgPdCl6,Cs+,Hg+,Pd3+,Cl-,Cs,Hg,Pd,Cl,188.0,119.0,76.0,181.0,0.5386740331491713,0.1187845303867403,0.9354919649118514,True,,3.793107963419544,d,6,1,d,5.0,3,basisset0,"{'Hg': ' 5d 6s', 'Pd': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1122_CsCaCdCl,1122,CsCaCdCl,Cs2CaCdCl6,Cs+,Ca2+,Cd2+,Cl-,Cs,Ca,Cd,Cl,188.0,100.0,95.0,181.0,0.5386740331491713,0.0138121546961325,0.93686587470867,True,,3.793107963419544,s,4,2,d,5.0,2,basisset0,"{'Ca': ' 3p 3s 4s', 'Cd': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1123_CsCuSmCl,1123,CsCuSmCl,Cs2CuSmCl6,Cs+,Cu2+,Sm2+,Cl-,Cs,Cu,Sm,Cl,188.0,73.0,122.0,181.0,0.5386740331491713,0.1353591160220994,0.9350773663820836,False,OL,3.793107963419544,d,4,2,f,6.0,2,basisset0,"{'Cu': ' 3d 4s', 'Sm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1124_CsAgInCl,1124,CsAgInCl,Cs2AgInCl6,Cs+,Ag+,In3+,Cl-,Cs,Ag,In,Cl,188.0,115.0,80.0,181.0,0.5386740331491713,0.0966850828729281,0.9359613062329358,True,,3.793107963419544,d,5,1,p,5.0,3,basisset0,"{'Ag': ' 4d 5s', 'In': ' 4d 5p 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1125_CsTlCoCl,1125,CsTlCoCl,Cs2TlCoCl6,Cs+,Tl+,Co3+,Cl-,Cs,Tl,Co,Cl,188.0,150.0,57.75,181.0,0.5738950276243094,0.2548342541436464,0.9099743964337512,False,OL,3.7932270440964784,p,6,1,d,4.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'Co': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1126_CsAuCoCl,1126,CsAuCoCl,Cs2AuCoCl6,Cs+,Au+,Co3+,Cl-,Cs,Au,Co,Cl,188.0,137.0,57.75,181.0,0.5379834254143646,0.2189226519337016,0.9325933401585602,False,OL,3.793526849612732,d,6,1,d,4.0,3,basisset0,"{'Au': ' 5d 6s', 'Co': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1127_CsVNdCl,1127,CsVNdCl,Cs2VNdCl6,Cs+,V2+,Nd2+,Cl-,Cs,V,Nd,Cl,188.0,79.0,129.0,181.0,0.574585635359116,0.1381215469613259,0.9137611145813364,True,,3.793655555276328,d,4,2,f,6.0,2,basisset0,"{'V': ' 3d 3p 3s 4s', 'Nd': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1128_CsTlNiCl,1128,CsTlNiCl,Cs2TlNiCl6,Cs+,Tl+,Ni3+,Cl-,Cs,Tl,Ni,Cl,188.0,150.0,58.0,181.0,0.574585635359116,0.2541436464088398,0.9096122690609724,False,OL,3.793655555276328,p,6,1,d,4.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'Ni': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1129_CsGeBaCl,1129,CsGeBaCl,Cs2GeBaCl6,Cs+,Ge2+,Ba2+,Cl-,Cs,Ge,Ba,Cl,188.0,73.0,135.0,181.0,0.574585635359116,0.1712707182320442,0.9128212093122992,False,OL,3.793655555276328,p,4,2,s,6.0,2,basisset0,"{'Ge': ' 3d 4p 4s', 'Ba': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",p-s
1131_CsTlAsCl,1131,CsTlAsCl,Cs2TlAsCl6,Cs+,Tl+,As3+,Cl-,Cs,Tl,As,Cl,188.0,150.0,57.99999999999999,181.0,0.574585635359116,0.2541436464088398,0.9096122690609724,False,OL,3.793655555276328,p,6,1,p,4.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'As': ' 4p 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",p-p
